sigma_in_sq,k_gain,alpha_gain_noise,s_max,amplitude_s_true,optimal_g_mse,min_mse_at_opt_g
0.0025000000000000005,0.05,2.0,2.5,2.0,0.9999999999999999,0.002674515498981491
0.0025000000000000005,0.05,2.0,5.0,0.5,0.9999999999999999,0.0025314649981425614
0.0025000000000000005,0.05,2.0,5.0,1.0,0.9999999999999999,0.0026335950230169398
0.0025000000000000005,0.05,2.0,5.0,1.5,0.9999999999999999,0.0026743720401309376
0.0025000000000000005,0.05,2.0,5.0,2.0,0.9999999999999999,0.0025509000623354897
0.0025000000000000005,0.1,1.0,0.75,0.5,0.9999999999999999,0.002784407343644102
0.0025000000000000005,0.1,1.0,0.75,1.0,0.9999999999999999,0.016645721658443965
0.0025000000000000005,0.1,1.0,0.75,1.5,0.9999999999999999,0.19555426427880146
0.0025000000000000005,0.1,1.0,0.75,2.0,0.9999999999999999,0.6082561533322417
0.0025000000000000005,0.1,1.0,1.0,0.5,0.9999999999999999,0.0027382409391038887
0.0025000000000000005,0.1,1.0,1.0,1.0,0.9999999999999999,0.0024110474863399713
0.0025000000000000005,0.1,1.0,1.0,1.5,0.9999999999999999,0.07145204523546797
0.0025000000000000005,0.1,1.0,1.0,2.0,0.9999999999999999,0.3469510493030648
0.0025000000000000005,0.1,1.0,2.5,0.5,0.9999999999999999,0.00291168097463606
0.0025000000000000005,0.1,1.0,2.5,1.0,0.9999999999999999,0.002764860669355265
0.0025000000000000005,0.1,1.0,2.5,1.5,0.9999999999999999,0.0026891484387243677
0.0025000000000000005,0.1,1.0,2.5,2.0,0.9999999999999999,0.0028794391696501396
0.0025000000000000005,0.1,1.0,5.0,0.5,0.9999999999999999,0.002762338829377565
0.0025000000000000005,0.1,1.0,5.0,1.0,0.9999999999999999,0.0027120831374291563
0.0025000000000000005,0.1,1.0,5.0,1.5,0.9999999999999999,0.0026864864988416356
0.0025000000000000005,0.1,1.0,5.0,2.0,0.9999999999999999,0.002770831389936524
0.0025000000000000005,0.1,1.5,0.75,0.5,0.9999999999999999,0.002771341860955892
0.0025000000000000005,0.1,1.5,0.75,1.0,0.9999999999999999,0.01660304348875092
0.0025000000000000005,0.1,1.5,0.75,1.5,0.9999999999999999,0.19559711257976087
0.0025000000000000005,0.1,1.5,0.75,2.0,0.9999999999999999,0.608237274270485
0.0025000000000000005,0.1,1.5,1.0,0.5,0.9999999999999999,0.00272621891380115
0.0025000000000000005,0.1,1.5,1.0,1.0,0.9999999999999999,0.0025216661481974184
0.0025000000000000005,0.1,1.5,1.0,1.5,0.9999999999999999,0.07141666896757451
0.0025000000000000005,0.1,1.5,1.0,2.0,0.9999999999999999,0.34687024352372825
0.0025000000000000005,0.1,1.5,2.5,0.5,0.9999999999999999,0.00272260954639495
0.0025000000000000005,0.1,1.5,2.5,1.0,0.9999999999999999,0.002729136203520605
0.0025000000000000005,0.1,1.5,2.5,1.5,0.9999999999999999,0.002780084349400393
0.0025000000000000005,0.1,1.5,2.5,2.0,0.9999999999999999,0.0026654755404467577
0.0025000000000000005,0.1,1.5,5.0,0.5,0.9999999999999999,0.002766767442697841
0.0025000000000000005,0.1,1.5,5.0,1.0,0.9999999999999999,0.0027458828937323935
0.0025000000000000005,0.1,1.5,5.0,1.5,0.9999999999999999,0.00271579133716566
0.0025000000000000005,0.1,1.5,5.0,2.0,0.9999999999999999,0.0027197036773649362
0.0025000000000000005,0.1,2.0,0.75,0.5,0.9999999999999999,0.0028196273331089023
0.0025000000000000005,0.1,2.0,0.75,1.0,0.9999999999999999,0.016628021460760506
0.0025000000000000005,0.1,2.0,0.75,1.5,0.9999999999999999,0.1955320053190633
0.0025000000000000005,0.1,2.0,0.75,2.0,0.9999999999999999,0.6082240563259822
0.0025000000000000005,0.1,2.0,1.0,0.5,0.9999999999999999,0.0027355762154283856
0.0025000000000000005,0.1,2.0,1.0,1.0,0.9999999999999999,0.002431882397112055
0.0025000000000000005,0.1,2.0,1.0,1.5,0.9999999999999999,0.07139188726162199
0.0025000000000000005,0.1,2.0,1.0,2.0,0.9999999999999999,0.34692741405723143
0.0025000000000000005,0.1,2.0,2.5,0.5,0.9999999999999999,0.0027319614970198773
0.0025000000000000005,0.1,2.0,2.5,1.0,0.9999999999999999,0.002784141356616252
0.0025000000000000005,0.1,2.0,2.5,1.5,0.9999999999999999,0.0027401215555402864
0.0025000000000000005,0.1,2.0,2.5,2.0,0.9999999999999999,0.0026977576952768203
0.0025000000000000005,0.1,2.0,5.0,0.5,0.9999999999999999,0.002786844885137006
0.0025000000000000005,0.1,2.0,5.0,1.0,0.9999999999999999,0.002791628909586022
0.0025000000000000005,0.1,2.0,5.0,1.5,0.9999999999999999,0.0027953063697467076
0.0025000000000000005,0.1,2.0,5.0,2.0,0.9999999999999999,0.002718313976353728
0.010000000000000002,0.001,1.0,0.75,0.5,0.8999999999999999,0.009535167262678357
0.010000000000000002,0.001,1.0,0.75,1.0,0.9999999999999999,0.020599054271550045
0.010000000000000002,0.001,1.0,0.75,1.5,0.9999999999999999,0.19787170143685723
0.010000000000000002,0.001,1.0,0.75,2.0,0.9999999999999999,0.6098664190089849
0.010000000000000002,0.001,1.0,1.0,0.5,0.8999999999999999,0.009456525251479858
0.010000000000000002,0.001,1.0,1.0,1.0,0.9999999999999999,0.008651586771588152
0.010000000000000002,0.001,1.0,1.0,1.5,0.9999999999999999,0.07471727651166674
0.010000000000000002,0.001,1.0,1.0,2.0,0.9999999999999999,0.34926532370807933
0.010000000000000002,0.001,1.0,2.5,0.5,0.8999999999999999,0.009262297433402178
0.010000000000000002,0.001,1.0,2.5,1.0,0.9999999999999999,0.009774090501561722
0.010000000000000002,0.001,1.0,2.5,1.5,0.9999999999999999,0.009832817057098786
0.010000000000000002,0.001,1.0,2.5,2.0,0.9999999999999999,0.009707584717326665
0.010000000000000002,0.001,1.0,5.0,0.5,0.8999999999999999,0.00937588326491999
0.010000000000000002,0.001,1.0,5.0,1.0,0.9999999999999999,0.009834319851741814
0.010000000000000002,0.001,1.0,5.0,1.5,0.9999999999999999,0.009991990093808146
0.010000000000000002,0.001,1.0,5.0,2.0,0.9999999999999999,0.009978682699879235
0.010000000000000002,0.001,1.5,0.75,0.5,0.8999999999999999,0.00964953824630387
0.010000000000000002,0.001,1.5,0.75,1.0,0.9999999999999999,0.021052723888135748
0.010000000000000002,0.001,1.5,0.75,1.5,0.9999999999999999,0.19806482387699204
0.010000000000000002,0.001,1.5,0.75,2.0,0.9999999999999999,0.6100551114295985
0.010000000000000002,0.001,1.5,1.0,0.5,0.8999999999999999,0.009519057455029532
0.010000000000000002,0.001,1.5,1.0,1.0,0.9999999999999999,0.008649736485910817
0.010000000000000002,0.001,1.5,1.0,1.5,0.9999999999999999,0.0748798435325753
0.010000000000000002,0.001,1.5,1.0,2.0,0.9999999999999999,0.3493580853142876
0.010000000000000002,0.001,1.5,2.5,0.5,0.8999999999999999,0.009688976310629639
0.010000000000000002,0.001,1.5,2.5,1.0,0.9999999999999999,0.00972244677494238
0.010000000000000002,0.001,1.5,2.5,1.5,0.9999999999999999,0.009781394452486367
0.010000000000000002,0.001,1.5,2.5,2.0,0.9999999999999999,0.010044419897385203
0.010000000000000002,0.001,1.5,5.0,0.5,0.8999999999999999,0.009342028690930843
0.010000000000000002,0.001,1.5,5.0,1.0,0.9999999999999999,0.010074824191360503
0.010000000000000002,0.001,1.5,5.0,1.5,0.9999999999999999,0.009997859979867098
0.010000000000000002,0.001,1.5,5.0,2.0,0.9999999999999999,0.009959697357485255
0.010000000000000002,0.001,2.0,0.75,0.5,0.8999999999999999,0.009184590332837205
0.010000000000000002,0.001,2.0,0.75,1.0,0.9999999999999999,0.02056493120398276
0.010000000000000002,0.001,2.0,0.75,1.5,0.9999999999999999,0.19784721693049695
0.010000000000000002,0.001,2.0,0.75,2.0,0.9999999999999999,0.6100245055407595
0.010000000000000002,0.001,2.0,1.0,0.5,0.8999999999999999,0.00923871361477913
0.010000000000000002,0.001,2.0,1.0,1.0,0.9999999999999999,0.00862406021941644
0.010000000000000002,0.001,2.0,1.0,1.5,0.9999999999999999,0.07477494807121841
0.010000000000000002,0.001,2.0,1.0,2.0,0.9999999999999999,0.3491415217969778
0.010000000000000002,0.001,2.0,2.5,0.5,0.8999999999999999,0.009419439104846685
0.010000000000000002,0.001,2.0,2.5,1.0,0.9999999999999999,0.00992836228161676
0.010000000000000002,0.001,2.0,2.5,1.5,0.9999999999999999,0.010277386331866135
0.010000000000000002,0.001,2.0,2.5,2.0,0.9999999999999999,0.00984656935835235
0.010000000000000002,0.001,2.0,5.0,0.5,0.8999999999999999,0.009025688280799929
0.010000000000000002,0.001,2.0,5.0,1.0,0.9999999999999999,0.009517716389733371
0.010000000000000002,0.001,2.0,5.0,1.5,0.9999999999999999,0.010066543746316247
0.010000000000000002,0.001,2.0,5.0,2.0,0.9999999999999999,0.010145645131611437
0.010000000000000002,0.01,1.0,0.75,0.5,0.8999999999999999,0.009294250104247408
0.010000000000000002,0.01,1.0,0.75,1.0,0.9999999999999999,0.02082829356359556
0.010000000000000002,0.01,1.0,0.75,1.5,0.9999999999999999,0.19798466372949042
0.010000000000000002,0.01,1.0,0.75,2.0,0.9999999999999999,0.6098986330828452
0.010000000000000002,0.01,1.0,1.0,0.5,0.8999999999999999,0.00967575663228969
0.010000000000000002,0.01,1.0,1.0,1.0,0.9999999999999999,0.008499660310840474
0.010000000000000002,0.01,1.0,1.0,1.5,0.9999999999999999,0.07494824910623246
0.010000000000000002,0.01,1.0,1.0,2.0,0.9999999999999999,0.34930790370086695
0.010000000000000002,0.01,1.0,2.5,0.5,0.8999999999999999,0.009369864893316779
0.010000000000000002,0.01,1.0,2.5,1.0,0.9999999999999999,0.010129661425559048
0.010000000000000002,0.01,1.0,2.5,1.5,0.9999999999999999,0.009935168647762367
0.010000000000000002,0.01,1.0,2.5,2.0,0.9999999999999999,0.010132808413268066
0.010000000000000002,0.01,1.0,5.0,0.5,0.8999999999999999,0.008989707138528797
0.010000000000000002,0.01,1.0,5.0,1.0,0.9999999999999999,0.010072124477583039
0.010000000000000002,0.01,1.0,5.0,1.5,0.9999999999999999,0.010030207149790813
0.010000000000000002,0.01,1.0,5.0,2.0,0.9999999999999999,0.01022100175534969
0.010000000000000002,0.01,1.5,0.75,0.5,0.8999999999999999,0.009239162820643316
0.010000000000000002,0.01,1.5,0.75,1.0,0.9999999999999999,0.02067922086801561
0.010000000000000002,0.01,1.5,0.75,1.5,0.9999999999999999,0.19806043673391077
0.010000000000000002,0.01,1.5,0.75,2.0,0.9999999999999999,0.6099046966892314
0.010000000000000002,0.01,1.5,1.0,0.5,0.8999999999999999,0.009194460354828942
0.010000000000000002,0.01,1.5,1.0,1.0,0.9999999999999999,0.009037479706097125
0.010000000000000002,0.01,1.5,1.0,1.5,0.9999999999999999,0.07507668404938103
0.010000000000000002,0.01,1.5,1.0,2.0,0.9999999999999999,0.34927544729411975
0.010000000000000002,0.01,1.5,2.5,0.5,0.8999999999999999,0.00953624702274657
0.010000000000000002,0.01,1.5,2.5,1.0,0.9999999999999999,0.01046456529794658
0.010000000000000002,0.01,1.5,2.5,1.5,0.9999999999999999,0.010340772106684474
0.010000000000000002,0.01,1.5,2.5,2.0,0.9999999999999999,0.010272466383475386
0.010000000000000002,0.01,1.5,5.0,0.5,0.8999999999999999,0.009674340848526666
0.010000000000000002,0.01,1.5,5.0,1.0,0.9999999999999999,0.009800546815631968
0.010000000000000002,0.01,1.5,5.0,1.5,0.9999999999999999,0.010196820581670873
0.010000000000000002,0.01,1.5,5.0,2.0,0.9999999999999999,0.01010559083606049
0.010000000000000002,0.01,2.0,0.75,0.5,0.8999999999999999,0.009446257494915577
0.010000000000000002,0.01,2.0,0.75,1.0,0.9999999999999999,0.020972923827132197
0.010000000000000002,0.01,2.0,0.75,1.5,0.9999999999999999,0.19782974310022083
0.010000000000000002,0.01,2.0,0.75,2.0,0.9999999999999999,0.6100768856799189
0.010000000000000002,0.01,2.0,1.0,0.5,0.8999999999999999,0.009471011465381516
0.010000000000000002,0.01,2.0,1.0,1.0,0.9999999999999999,0.00866025907601496
0.010000000000000002,0.01,2.0,1.0,1.5,0.9999999999999999,0.07521511624473524
0.010000000000000002,0.01,2.0,1.0,2.0,0.9999999999999999,0.3492601903876455
0.010000000000000002,0.01,2.0,2.5,0.5,0.8999999999999999,0.009729647722512884
0.010000000000000002,0.01,2.0,2.5,1.0,0.9999999999999999,0.010401560678508146
0.010000000000000002,0.01,2.0,2.5,1.5,0.9999999999999999,0.009747624602038733
0.010000000000000002,0.01,2.0,2.5,2.0,0.9999999999999999,0.01022554959759416
0.010000000000000002,0.01,2.0,5.0,0.5,0.8999999999999999,0.009214039157433086
0.010000000000000002,0.01,2.0,5.0,1.0,0.9999999999999999,0.010139213141972844
0.010000000000000002,0.01,2.0,5.0,1.5,0.9999999999999999,0.010044317554909902
0.010000000000000002,0.01,2.0,5.0,2.0,0.9999999999999999,0.009934748543550165
0.010000000000000002,0.05,1.0,0.75,0.5,0.8999999999999999,0.009725712433035407
0.010000000000000002,0.05,1.0,0.75,1.0,0.9999999999999999,0.02106785058909458
0.010000000000000002,0.05,1.0,0.75,1.5,0.9999999999999999,0.19799377541831958
0.010000000000000002,0.05,1.0,0.75,2.0,0.9999999999999999,0.6100900902355804
0.010000000000000002,0.05,1.0,1.0,0.5,0.8999999999999999,0.009792370198137616
0.010000000000000002,0.05,1.0,1.0,1.0,0.9999999999999999,0.009009412986936397
0.010000000000000002,0.05,1.0,1.0,1.5,0.9999999999999999,0.07488029460858409
0.010000000000000002,0.05,1.0,1.0,2.0,0.9999999999999999,0.3494537399483677
0.010000000000000002,0.05,1.0,2.5,0.5,0.8999999999999999,0.009709757914744233
0.010000000000000002,0.05,1.0,2.5,1.0,0.9999999999999999,0.01058702719750132
0.010000000000000002,0.05,1.0,2.5,1.5,0.9999999999999999,0.010554065666934124
0.010000000000000002,0.05,1.0,2.5,2.0,0.9999999999999999,0.01035378656677836
0.010000000000000002,0.05,1.0,5.0,0.5,0.8999999999999999,0.009756235359175821
0.010000000000000002,0.05,1.0,5.0,1.0,0.9999999999999999,0.010685407117120137
0.010000000000000002,0.05,1.0,5.0,1.5,0.9999999999999999,0.010128326548427309
0.010000000000000002,0.05,1.0,5.0,2.0,0.9999999999999999,0.010800514862353788
0.010000000000000002,0.05,1.5,0.75,0.5,0.8999999999999999,0.009760514368906657
0.010000000000000002,0.05,1.5,0.75,1.0,0.9999999999999999,0.020932101396209813
0.010000000000000002,0.05,1.5,0.75,1.5,0.9999999999999999,0.198108012650488
0.010000000000000002,0.05,1.5,0.75,2.0,0.9999999999999999,0.6102740984671806
0.010000000000000002,0.05,1.5,1.0,0.5,0.8999999999999999,0.009596419697299515
0.010000000000000002,0.05,1.5,1.0,1.0,0.9999999999999999,0.008926673248558059
0.010000000000000002,0.05,1.5,1.0,1.5,0.9999999999999999,0.07508097090952656
0.010000000000000002,0.05,1.5,1.0,2.0,0.9999999999999999,0.3494569509377173
0.010000000000000002,0.05,1.5,2.5,0.5,0.8999999999999999,0.009923553439634225
0.010000000000000002,0.05,1.5,2.5,1.0,0.9999999999999999,0.010714819192839767
0.010000000000000002,0.05,1.5,2.5,1.5,0.9999999999999999,0.010472015703502157
0.010000000000000002,0.05,1.5,2.5,2.0,0.9999999999999999,0.01014790526768267
0.010000000000000002,0.05,1.5,5.0,0.5,0.8999999999999999,0.009886075006257886
0.010000000000000002,0.05,1.5,5.0,1.0,0.9999999999999999,0.01058926516861145
0.010000000000000002,0.05,1.5,5.0,1.5,0.9999999999999999,0.010489621281220182
0.010000000000000002,0.05,1.5,5.0,2.0,0.9999999999999999,0.010709222184835063
0.010000000000000002,0.05,2.0,0.75,0.5,0.8999999999999999,0.010024176648052269
0.010000000000000002,0.05,2.0,0.75,1.0,0.9999999999999999,0.02111045345535128
0.010000000000000002,0.05,2.0,0.75,1.5,0.9999999999999999,0.19821190383047765
0.010000000000000002,0.05,2.0,0.75,2.0,0.9999999999999999,0.6101023789129723
0.010000000000000002,0.05,2.0,1.0,0.5,0.8999999999999999,0.009637722506130538
0.010000000000000002,0.05,2.0,1.0,1.0,0.9999999999999999,0.008857427926325857
0.010000000000000002,0.05,2.0,1.0,1.5,0.9999999999999999,0.07503700860210202
0.010000000000000002,0.05,2.0,1.0,2.0,0.9999999999999999,0.3498732864237946
0.010000000000000002,0.05,2.0,2.5,0.5,0.8999999999999999,0.009401642922658927
0.010000000000000002,0.05,2.0,2.5,1.0,0.9999999999999999,0.010693320088224666
0.010000000000000002,0.05,2.0,2.5,1.5,0.9999999999999999,0.010712691097333263
0.010000000000000002,0.05,2.0,2.5,2.0,0.9999999999999999,0.0106244590583966
0.010000000000000002,0.05,2.0,5.0,0.5,0.8999999999999999,0.009690664802432367
0.010000000000000002,0.05,2.0,5.0,1.0,0.9999999999999999,0.010673768454783988
0.010000000000000002,0.05,2.0,5.0,1.5,0.9999999999999999,0.01048072170662649
0.010000000000000002,0.05,2.0,5.0,2.0,0.9999999999999999,0.010430054092071128
0.010000000000000002,0.1,1.0,0.75,0.5,0.8999999999999999,0.010335941721800123
0.010000000000000002,0.1,1.0,0.75,1.0,0.9999999999999999,0.021390757278754585
0.010000000000000002,0.1,1.0,0.75,1.5,0.9999999999999999,0.1983838288492407
0.010000000000000002,0.1,1.0,0.75,2.0,0.9999999999999999,0.6101617956908955
0.010000000000000002,0.1,1.0,1.0,0.5,0.8999999999999999,0.009978359796289596
0.010000000000000002,0.1,1.0,1.0,1.0,0.9999999999999999,0.009649248651836102
0.010000000000000002,0.1,1.0,1.0,1.5,0.9999999999999999,0.07539969077921586
0.010000000000000002,0.1,1.0,1.0,2.0,0.9999999999999999,0.34953078287804407
0.010000000000000002,0.1,1.0,2.5,0.5,0.8999999999999999,0.010233589153058506
0.010000000000000002,0.1,1.0,2.5,1.0,0.9999999999999999,0.011060719126344844
0.010000000000000002,0.1,1.0,2.5,1.5,0.9999999999999999,0.011003674084780835
0.010000000000000002,0.1,1.0,2.5,2.0,0.9999999999999999,0.011273561779320896
0.010000000000000002,0.1,1.0,5.0,0.5,0.8999999999999999,0.010303562430105164
0.010000000000000002,0.1,1.0,5.0,1.0,0.9999999999999999,0.011076246718998737
0.010000000000000002,0.1,1.0,5.0,1.5,0.9999999999999999,0.011335902019154052
0.010000000000000002,0.1,1.0,5.0,2.0,0.9999999999999999,0.010639858200556846
0.010000000000000002,0.1,1.5,0.75,0.5,0.8999999999999999,0.010013756322538288
0.010000000000000002,0.1,1.5,0.75,1.0,0.9999999999999999,0.02135495110206508
0.010000000000000002,0.1,1.5,0.75,1.5,0.9999999999999999,0.19829101930916132
0.010000000000000002,0.1,1.5,0.75,2.0,0.9999999999999999,0.6104484260380904
0.010000000000000002,0.1,1.5,1.0,0.5,0.8999999999999999,0.010757821448859322
0.010000000000000002,0.1,1.5,1.0,1.0,0.9999999999999999,0.009558654192453107
0.010000000000000002,0.1,1.5,1.0,1.5,0.9999999999999999,0.07519076595838617
0.010000000000000002,0.1,1.5,1.0,2.0,0.9999999999999999,0.3498209298637835
0.010000000000000002,0.1,1.5,2.5,0.5,0.8999999999999999,0.010277247851836268
0.010000000000000002,0.1,1.5,2.5,1.0,0.9999999999999999,0.010972062031315202
0.010000000000000002,0.1,1.5,2.5,1.5,0.9999999999999999,0.010875926658261877
0.010000000000000002,0.1,1.5,2.5,2.0,0.9999999999999999,0.010712432100754617
0.010000000000000002,0.1,1.5,5.0,0.5,0.8999999999999999,0.010366064221311458
0.010000000000000002,0.1,1.5,5.0,1.0,0.9999999999999999,0.011201604901965844
0.010000000000000002,0.1,1.5,5.0,1.5,0.9999999999999999,0.011062670092890251
0.010000000000000002,0.1,1.5,5.0,2.0,0.9999999999999999,0.011188480421281496
0.010000000000000002,0.1,2.0,0.75,0.5,0.8999999999999999,0.00998112066569413
0.010000000000000002,0.1,2.0,0.75,1.0,0.9999999999999999,0.02115141784286554
0.010000000000000002,0.1,2.0,0.75,1.5,0.9999999999999999,0.1982134688685283
0.010000000000000002,0.1,2.0,0.75,2.0,0.9999999999999999,0.6103302291193862
0.010000000000000002,0.1,2.0,1.0,0.5,0.8999999999999999,0.010085310976136094
0.010000000000000002,0.1,2.0,1.0,1.0,0.9999999999999999,0.008976349298881674
0.010000000000000002,0.1,2.0,1.0,1.5,0.9999999999999999,0.0753248618577083
0.010000000000000002,0.1,2.0,1.0,2.0,0.9999999999999999,0.34982247098088826
0.010000000000000002,0.1,2.0,2.5,0.5,0.8999999999999999,0.010003259642960866
0.010000000000000002,0.1,2.0,2.5,1.0,0.9999999999999999,0.01110807757163913
0.010000000000000002,0.1,2.0,2.5,1.5,0.9999999999999999,0.011140182506069206
0.010000000000000002,0.1,2.0,2.5,2.0,0.9999999999999999,0.011193714030837609
0.010000000000000002,0.1,2.0,5.0,0.5,0.8999999999999999,0.010077134321953814
0.010000000000000002,0.1,2.0,5.0,1.0,0.9999999999999999,0.010599693068002465
0.010000000000000002,0.1,2.0,5.0,1.5,0.9999999999999999,0.011181651207208146
0.010000000000000002,0.1,2.0,5.0,2.0,0.9999999999999999,0.011176693522973902
0.04000000000000001,0.001,1.0,0.75,0.5,0.7999999999999999,0.02974011471975928
0.04000000000000001,0.001,1.0,0.75,1.0,1.0999999999999999,0.03831133865553472
0.04000000000000001,0.001,1.0,0.75,1.5,0.9999999999999999,0.20769146712719092
0.04000000000000001,0.001,1.0,0.75,2.0,1.0999999999999999,0.6173552157720154
0.04000000000000001,0.001,1.0,1.0,0.5,0.7999999999999999,0.02918029956769329
0.04000000000000001,0.001,1.0,1.0,1.0,0.9999999999999999,0.03145414682543683
0.04000000000000001,0.001,1.0,1.0,1.5,0.9999999999999999,0.08962473811762359
0.04000000000000001,0.001,1.0,1.0,2.0,0.9999999999999999,0.3600720621797831
0.04000000000000001,0.001,1.0,2.5,0.5,0.7,0.03110757133716128
0.04000000000000001,0.001,1.0,2.5,1.0,0.8999999999999999,0.03773161736802812
0.04000000000000001,0.001,1.0,2.5,1.5,0.9999999999999999,0.04130569089567572
0.04000000000000001,0.001,1.0,2.5,2.0,0.9999999999999999,0.03961128846270773
0.04000000000000001,0.001,1.0,5.0,0.5,0.7,0.03016632386513825
0.04000000000000001,0.001,1.0,5.0,1.0,0.9999999999999999,0.03851587072901015
0.04000000000000001,0.001,1.0,5.0,1.5,0.9999999999999999,0.0396097321607526
0.04000000000000001,0.001,1.0,5.0,2.0,0.9999999999999999,0.04027163600030171
0.04000000000000001,0.001,1.5,0.75,0.5,0.7,0.03107432269629782
0.04000000000000001,0.001,1.5,0.75,1.0,1.0999999999999999,0.038471523323317894
0.04000000000000001,0.001,1.5,0.75,1.5,0.9999999999999999,0.20782489780075064
0.04000000000000001,0.001,1.5,0.75,2.0,0.9999999999999999,0.6178020626526557
0.04000000000000001,0.001,1.5,1.0,0.5,0.7999999999999999,0.028686321218650158
0.04000000000000001,0.001,1.5,1.0,1.0,0.9999999999999999,0.0324786989199091
0.04000000000000001,0.001,1.5,1.0,1.5,0.9999999999999999,0.08941824236711927
0.04000000000000001,0.001,1.5,1.0,2.0,1.0999999999999999,0.3599630196894156
0.04000000000000001,0.001,1.5,2.5,0.5,0.7,0.030155644435352003
0.04000000000000001,0.001,1.5,2.5,1.0,0.8999999999999999,0.036287961701028215
0.04000000000000001,0.001,1.5,2.5,1.5,0.9999999999999999,0.04267776652870607
0.04000000000000001,0.001,1.5,2.5,2.0,0.9999999999999999,0.037268508875050274
0.04000000000000001,0.001,1.5,5.0,0.5,0.7999999999999999,0.031251859435992346
0.04000000000000001,0.001,1.5,5.0,1.0,0.8999999999999999,0.037373253293616966
0.04000000000000001,0.001,1.5,5.0,1.5,0.9999999999999999,0.040015628216322055
0.04000000000000001,0.001,1.5,5.0,2.0,0.9999999999999999,0.03995209006252555
0.04000000000000001,0.001,2.0,0.75,0.5,0.7,0.030231374921089894
0.04000000000000001,0.001,2.0,0.75,1.0,1.0999999999999999,0.03821256221510069
0.04000000000000001,0.001,2.0,0.75,1.5,0.9999999999999999,0.20860885086914802
0.04000000000000001,0.001,2.0,0.75,2.0,1.0999999999999999,0.6172321729589343
0.04000000000000001,0.001,2.0,1.0,0.5,0.7,0.029784890423075732
0.04000000000000001,0.001,2.0,1.0,1.0,0.9999999999999999,0.033212552416677324
0.04000000000000001,0.001,2.0,1.0,1.5,0.9999999999999999,0.08995290352427807
0.04000000000000001,0.001,2.0,1.0,2.0,0.9999999999999999,0.35863448864782466
0.04000000000000001,0.001,2.0,2.5,0.5,0.7,0.030495734936855305
0.04000000000000001,0.001,2.0,2.5,1.0,0.8999999999999999,0.037360312149026284
0.04000000000000001,0.001,2.0,2.5,1.5,0.9999999999999999,0.039888863583745805
0.04000000000000001,0.001,2.0,2.5,2.0,0.9999999999999999,0.03999493201139458
0.04000000000000001,0.001,2.0,5.0,0.5,0.7,0.030306796581224683
0.04000000000000001,0.001,2.0,5.0,1.0,0.8999999999999999,0.03723050140914709
0.04000000000000001,0.001,2.0,5.0,1.5,0.9999999999999999,0.0400108303982316
0.04000000000000001,0.001,2.0,5.0,2.0,0.9999999999999999,0.040097156950761596
0.04000000000000001,0.01,1.0,0.75,0.5,0.7999999999999999,0.030079396600079467
0.04000000000000001,0.01,1.0,0.75,1.0,0.9999999999999999,0.03832553819880393
0.04000000000000001,0.01,1.0,0.75,1.5,1.0999999999999999,0.20831406928680055
0.04000000000000001,0.01,1.0,0.75,2.0,0.9999999999999999,0.6167199151345613
0.04000000000000001,0.01,1.0,1.0,0.5,0.7999999999999999,0.031009568303031965
0.04000000000000001,0.01,1.0,1.0,1.0,0.9999999999999999,0.031217591668799467
0.04000000000000001,0.01,1.0,1.0,1.5,0.9999999999999999,0.08973984600367715
0.04000000000000001,0.01,1.0,1.0,2.0,0.9999999999999999,0.35936174787554603
0.04000000000000001,0.01,1.0,2.5,0.5,0.7,0.030973927678933887
0.04000000000000001,0.01,1.0,2.5,1.0,0.8999999999999999,0.03703372020448483
0.04000000000000001,0.01,1.0,2.5,1.5,0.9999999999999999,0.040230571660379424
0.04000000000000001,0.01,1.0,2.5,2.0,0.9999999999999999,0.04237704253275297
0.04000000000000001,0.01,1.0,5.0,0.5,0.7,0.030119734779875174
0.04000000000000001,0.01,1.0,5.0,1.0,0.8999999999999999,0.03826160392186516
0.04000000000000001,0.01,1.0,5.0,1.5,0.9999999999999999,0.04081653910975148
0.04000000000000001,0.01,1.0,5.0,2.0,0.9999999999999999,0.04193037228548739
0.04000000000000001,0.01,1.5,0.75,0.5,0.7999999999999999,0.03074746440653922
0.04000000000000001,0.01,1.5,0.75,1.0,0.9999999999999999,0.038820967154885436
0.04000000000000001,0.01,1.5,0.75,1.5,1.0999999999999999,0.20918331400969548
0.04000000000000001,0.01,1.5,0.75,2.0,0.9999999999999999,0.6168802567180837
0.04000000000000001,0.01,1.5,1.0,0.5,0.7999999999999999,0.0303379477567303
0.04000000000000001,0.01,1.5,1.0,1.0,0.9999999999999999,0.03259221170085186
0.04000000000000001,0.01,1.5,1.0,1.5,1.0999999999999999,0.08965418678885087
0.04000000000000001,0.01,1.5,1.0,2.0,1.0999999999999999,0.3598353075373184
0.04000000000000001,0.01,1.5,2.5,0.5,0.7,0.030558829600747656
0.04000000000000001,0.01,1.5,2.5,1.0,0.8999999999999999,0.037146064722379
0.04000000000000001,0.01,1.5,2.5,1.5,0.9999999999999999,0.04145654077831989
0.04000000000000001,0.01,1.5,2.5,2.0,0.9999999999999999,0.03971609071293698
0.04000000000000001,0.01,1.5,5.0,0.5,0.7,0.02953092696316264
0.04000000000000001,0.01,1.5,5.0,1.0,0.8999999999999999,0.038332288363006194
0.04000000000000001,0.01,1.5,5.0,1.5,0.9999999999999999,0.04123915674202401
